SizesDiff (bytes); TimeDiff (seconds);
0; -26,425999641418457;
0; -29,437000036239624;
0; -5,47599983215332;
0; -6,10699987411499;
0; -12,68999981880188;
0; -4,952999830245972;
0; -10,0409996509552;
0; -4,5849997997283936;
0; -5,7789998054504395;
0; -5,097999811172485;
0; -7,81499981880188;
0; -4,728999853134155;
0; -17,08899974822998;
0; -13,611999750137329;
0; -5,553999900817871;
0; -7,156999826431274;
0; -4,944999933242798;
0; -11,73199987411499;
0; -7,628999710083008;
0; -5,512999773025513;
0; -7,918999671936035;
0; -6,139999628067017;
0; -6,740999937057495;
0; -3,5249998569488525;
